name,line
Miss Rabbit, I think George wants a Dinosaur Balloon!
Grandpa," Do you not want an Ice Cream, George?"
George, No. Dinosaur! (He then smiles.)
Grandpa, How much is the little balloon? (Gets out some coins)
Miss Rabbit, Ten Pounds/Dollars.
Grandpa, Ten Pounds/Dollars?!
Miss Rabbit," It's all for a good cause. (Grandpa swaps the coins for a money note, and hands that hands to Miss Rabbit, who then gives the Balloon to George.) Here you go George, hold on tight! don't let go!"
Grandpa," AHHHHHHH! (He then grabs the balloon.) Maybe i'll hold this very valuable balloon for the journey home. (He jumps into the car, as everybody else is already in. They then head off.)"
Narrator, George loves his new Dinosaur Balloon.
George, Grawwrr! (Giggles)
Narrator, Peppa and George have arrived back at Granny and Grandpa Pig's House. Peppa and George then giggle.)
George, Grawwrr!
Grandpa," Hold it tight this time, George. Don't let go. (He gives the Balloon back to George.)"
George, Why?
Peppa," Oh, George. In the world, there are two sorts of balloons. The ""Up Balloon"" and the ""Down Balloon"". That is an ""Up Balloon"". (George looks confused.) If you let it go, it will go up and up and up, all the way to the moon!"
George, Moon! (He then carelessly releases the balloon and then starts to cry.)
Peppa, Grandpa!
Grandpa," Oh! (He then stands on the bonnet of the car and grabs the balloon just in time) AHHHHH! Got you! (George stops crying and then giggles after Grandpa saves the balloon.) Perhaps we should go indoors before we lose your balloon, George."
Grandpa, Your Balloon will be safe in here.
Peppa," (Oink!) Hello Polly, George has got a new balloon!"
Polly," (Swork!) Balloon! (Peppa and George giggle, Polly then hits the balloon with her beak.)"
Granny," Don't you pop it, Polly! (Oink!) George loves his new balloon. (George continues to laugh and bobs the balloon, only for him to release it by accident again)"
George, Oh.
Narrator, George has let go of his Balloon again!
Peppa, Don't worry George. It won't fly away because the roof is in the way!
Grandpa," Don't worry. (Oink!) There's only one way out of the attic and that is through the roof window, which is always keep shut. (They head into the attic, only to notice the window is left open, as the Balloon goes through it.) Oh, Dear!"
Narrator, The roof window is not closed.
Peppa," Catch it, Grandpa!"
Grandpa," I can't, Peppa! It's in the Sky!"
Peppa," George, your balloon is going to the moon, you'll never see it again. (George's mouth shakes, like he is about to cry.)"
Narrator, Daddy Pig has come to take Peppa and George home.
Daddy, Hello! Have you had a lovely time? (George then cries)
Peppa," But George let it go and it's flying to the moon! (A full scene of the house is shown, with the balloon still in the sky.)"
Polly, Squark! Balloon! (She then begins to fly to save the balloon.)
Daddy," Look, Polly Parrot is flying after the Balloon!"
Grandpa, Polly Parrot to the rescue!
Peppa," Go Polly, Go! (Polly grabs hold of the balloon string and returns it.)"
Narrator, Polly Parrot has rescued George's Balloon.
Everybody, Hurray!
Granny, Who's a clever Polly? (Oink!)
Polly, Who's a clever Polly? (Oink!) (Everybody laughs)
Peppa," George, don't let go of your balloon, again."
Daddy," I know, we'll tie the string to your wrist, George."
Grandpa, What a good idea! (Daddy Pig then ties the string to George.)
George, (Oink Oink!) (Giggles and bobs the Balloon.)
Narrator, George loves his Dinosaur Balloon. (Everybody falls to the ground laughing) Everyone loves George's Dinosaur Balloon.
Narrator, Peppa and George have had a day out with Granny and Grandpa Pig.
Peppa, (Oink!) Ice Cream!
Narrator, It is Miss Rabbit's Ice Cream Store.
Granny, Let's stop for Ice Cream.
Grandpa, Why not? I think we diverse it. Oink! (Granny Pig stops the car to the stand as they all walk to it.)
Miss Rabbit, Hello there!
Grandpa," Hello, Miss Rabbit! Four Ice Creams please."
Miss Rabbit, Coming right up. What flavours would you like?
Peppa," Strawberry for me, please."
Granny," Chocolate for me, please."
Grandpa," Banana for me, please."
George," Dinosaur, Grawwrr! (Eyeing on the balloon)"
Grandpa, Hoo-oo! I don't think they have Dinosaur Ice Cream!
Miss Rabbit, I think George wants a Dinosaur Balloon!
Grandpa," Do you not want an Ice Cream, George?"
George, No. Dinosaur! (He then smiles.)
Grandpa, How much is the little balloon? (Gets out some coins)
Miss Rabbit, Ten Pounds/Dollars.
Grandpa, Ten Pounds/Dollars?!
Miss Rabbit," It's all for a good cause. (Grandpa swaps the coins for a money note, and hands that hands to Miss Rabbit, who then gives the Balloon to George.) Here you go George, hold on tight! don't let go!"
Grandpa," AHHHHHHH! (He then grabs the balloon.) Maybe i'll hold this very valuable balloon for the journey home. (He jumps into the car, as everybody else is already in. They then head off.)"
Narrator, George loves his new Dinosaur Balloon.
George, Grawwrr! (Giggles)
Narrator, Peppa and George have arrived back at Granny and Grandpa Pig's House. Peppa and George then giggle.)
George, Grawwrr!
Grandpa," Hold it tight this time, George. Don't let go. (He gives the Balloon back to George.)"
George, Why?
Peppa," Oh, George. In the world, there are two sorts of balloons. The ""Up Balloon"" and the ""Down Balloon"". That is an ""Up Balloon"". (George looks confused.) If you let it go, it will go up and up and up, all the way to the moon!"
George, Moon! (He then carelessly releases the balloon and then starts to cry.)
Peppa, Grandpa!
Grandpa," Oh! (He then stands on the bonnet of the car and grabs the balloon just in time) AHHHHH! Got you! (George stops crying and then giggles after Grandpa saves the balloon.) Perhaps we should go indoors before we lose your balloon, George."
Grandpa, Your Balloon will be safe in here.
Peppa," (Oink!) Hello Polly, George has got a new balloon!"
Polly," (Swork!) Balloon! (Peppa and George giggle, Polly then hits the balloon with her beak.)"
Granny," Don't you pop it, Polly! (Oink!) George loves his new balloon. (George continues to laugh and bobs the balloon, only for him to release it by accident again)"
George, Oh.
Narrator, George has let go of his Balloon again!
Peppa, Don't worry George. It won't fly away because the roof is in the way!
Grandpa," Don't worry. (Oink!) There's only one way out of the attic and that is through the roof window, which is always keep shut. (They head into the attic, only to notice the window is left open, as the Balloon goes through it.) Oh, Dear!"
Narrator, The roof window is not closed.
Peppa," Catch it, Grandpa!"
Grandpa," I can't, Peppa! It's in the Sky!"
Peppa," George, your balloon is going to the moon, you'll never see it again. (George's mouth shakes, like he is about to cry.)"
Narrator, Daddy Pig has come to take Peppa and George home.
Daddy, Hello! Have you had a lovely time? (George then cries)
Peppa," But George let it go and it's flying to the moon! (A full scene of the house is shown, with the balloon still in the sky.)"
Polly, Squark! Balloon! (She then begins to fly to save the balloon.)
Daddy," Look, Polly Parrot is flying after the Balloon!"
Grandpa, Polly Parrot to the rescue!
Peppa," Go Polly, Go! (Polly grabs hold of the balloon string and returns it.)"
Narrator, Polly Parrot has rescued George's Balloon.
Everybody, Hurray!
Granny, Who's a clever Polly? (Oink!)
Polly, Who's a clever Polly? (Oink!) (Everybody laughs)
Peppa," George, don't let go of your balloon, again."
Daddy," I know, we'll tie the string to your wrist, George."
Grandpa, What a good idea! (Daddy Pig then ties the string to George.)
George, (Oink Oink!) (Giggles and bobs the Balloon.)
Narrator, George loves his Dinosaur Balloon. (Everybody falls to the ground laughing) Everyone loves George's Dinosaur Balloon.
Narrator, Today is George's Birthday. It is very early in the morning.
Peppa, George! It's too early!
George," Dinosaur, Rarrrrr!"
Peppa, Go back to bed!
Mummy Pig, It sounds like someone's up bright and early.
Daddy and Mummy Pig," Happy Birthday, George."
Peppa, George woke me up!
Daddy Pig," You woke everyone up on your birthday, Peppa."
Peppa, That was different. That was my birthday.
Daddy Pig, And today is George's Birthday.
Peppa," Happy Birthday, George."
Mummy Pig," Here's your present, George."
George, Dinosaur.
Peppa, I knew it would be some sort of dinosaur thingy.
George, Rarrrrr!
Daddy Pig," Squeeze its ""tummy""."
Mummy Pig, Too Scary!
Peppa," George, I've made you a birthday card! Can you guess what the picture is?"
Narrator, George cannot guess.
Peppa, I was going to paint you a flower.
George, Oh.
Narrator, George does not like flowers.
Peppa," But in the end, I painted you a-"
George, Dinosaur.
Daddy Pig," That's a lovely picture, Peppa."
Peppa Pig, Yes. I'm very good at painting.
Mummy Pig," Now, we're going somewhere very special for George's Birthday treat."
Peppa Pig, Yippee! Let's go. Where are we going?
Daddy Pig, You'll see...
Narrator, The family are setting off for George's birthday treat.
Peppa Pig, Are we going to the circus?
Daddy Pig," No, but it's somewhere just as good."
Peppa Pig," Um, Is it the cinema?"
Daddy Pig," No, much better."
Peppa Pig, I just can't guess.
Narrator, Where can they be going?
Daddy Pig, We're here!
Narrator, The family have arrived at the museum.
Peppa Pig, Why are we at the museum?
Daddy Pig, Come on. You'll see.
Narrator, What can George's birthday treat be?
Daddy Pig," George, what do you like best in the whole world?"
George, Dinosaur. Ooh! Dinosaur.
Narrator, George's birthday treat is a visit to the museum dinosaur room?
Peppa Pig," Oh, silly, old dinosaurs again..."
George, Dinosaur.
Mummy Pig," Don't be frightened, George. It's not a real dinosaur."
Daddy Pig, It's just a robot. Look. I stand on this spot and....
George, Rarrrrr!
Mummy Pig," And now, there's another surprise."
Narrator, All of George and Peppa's friends are here.
The Children, Surprise!
Narrator, Mummy Rabbit has made a birthday cake for George.
Miss Rabbit, Can anyone guess what cake it is?
Peppa Pig, A dinosaur cake.
Miss Rabbit," It is. What an amazing guess, Peppa!"
The Children," Happy Birthday, George!"
Daddy Pig, There's is one last surprise. Follow me.
Narrator, What is the last surprise?
Suzy Sheep," What do you think it is, Peppa?"
Peppa Pig," It's probably something to do with dinosaurs. Oh, what's that?"
Daddy Pig, It just needs to be filled with air.
Peppa Pig, I Know! I Know! It's a bouncy castle!.
Narrator, Peppa loves bouncy castles.
Peppa Pig," But if it's for George, why isn't it something to do with dinosaurs?"
Daddy Pig, It is a dinosaur! A bouncy dinosaur.
The Children, Hurrah!
Narrator, George loves bouncy dinosaurs. Everyone loves bouncy dinosaurs.
Peppa Pig," This is fun! Happy Birthday, George."
Narrator," Peppa and her friends are at the playground. Peppa, Suzy and Danny are on the roundabout."
Daddy Pig, Are you all ready?
 Suzy Sheep and Danny Dog, Ready.
Daddy Pig, Then let’s go.
 Suzy Sheep and Danny Dog, Whee!
Peppa Pig, Faster. Faster.
 Suzy Sheep and Danny Dog, Whee!
Narrator, George is a bit too little for the roundabout. He is playing on the swing.
Narrator," Here is Rebecca Rabbit with her little brother, Richard Rabbit."
Rebecca Rabbit," Hello, everyone."
 Suzy Sheep and Danny Dog, Hello.
Rebecca Rabbit, Can I come on the roundabout too?
Daddy Pig," Hop on, Rebecca."
Rebecca Rabbit, Let’s go really really fast.
Narrator, Richard Rabbit wants to go on the roundabout too.
Peppa Pig," Oh, if Richard gets on, it means we can’t go fast."
Rebecca Rabbit, Richard can play with George.
Mummy Rabbit," Richard, would you like to play with George?"
Richard, No.
Mummy Rabbit, George has a dinosaur just like yours. Let’s go and see.
Narrator, Richard Rabbit is the same age as George.
Mummy Rabbit, Richard wants to see George’s dinosaur.
George," Grr, dinosaur."
Mummy Pig," George, can Richard play with your dinosaur?"
George, No.
Mummy Rabbit," Richard, can George play with your dinosaur?"
Richard, No.
Narrator, George and Richard do not want to share their dinosaurs.
Mummy Pig," George, it will be much more fun if you share."
Mummy Rabbit, That was really nice of George.
Richard, Dinosaur.
Narrator, George does not like sharing.
Mummy Rabbit," Richard, let George hold the dinosaurs now."
George, (giggles)
Narrator, Richard does not like sharing either.
Daddy Pig, What’s all this crying about?
Peppa Pig, George and Richard always cry when they play together.
Rebecca Rabbit, They’re just too little to play properly.
Mummy Rabbit, Can you two big girls teach them to play together?
Peppa Pig, Of course.
Rebecca Rabbit, We can help them make sand castles.
Daddy Pig, Good idea. Let’s go to the sand pit.
Narrator, George and Richard love the sand pit.
Peppa Pig," George, Richard, today we are going to make sand castles."
Rebecca Rabbit," First, we fill the buckets with sand."
Peppa Pig, We turn the buckets over and give them a little tap.
Rebecca Rabbit," Now, we lift the buckets."
Peppa Pig, Hey presto.
Narrator, Richard has made a sand castle.
George, Hey presto.
Narrator, And George has made a sand castle.
Daddy Pig," You see, playing together is fun."
Narrator," Oh, dear. This game has not gone very well."
Peppa Pig, It was your brother’s fault. He broke George’s sand castle.
Rebecca Rabbit, Your brother broke my brother’s sand castle first.
Daddy Pig," Now, now. You two big girls are meant to be teaching Richard and George to play nicely together."
Rebecca Rabbit, That’s right. We’re big girls.
Peppa Pig, And George and Richard are too little to play together properly.
Mummy Pig, Hmm. I’ve got an idea.
Mummy Pig," George, what’s your most favourite thing in the whole playground?"
George, Seesaw.
Narrator, George loves the seesaw.
George, Seesaw.
Narrator, It is a bit difficult to play on a seesaw on your own.
Narrator, Richard wants to play on the seesaw.
Richard, Seesaw.
George, Seesaw.
Richard, Seesaw.
Peppa Pig, Look. George and Richard are playing together.
Richard, Seesaw.
George, Seesaw.
Richard, Seesaw.
George, Seesaw.
Narrator, George likes Richard. Richard likes George. George and Richard like playing together.
The Children," Seesaw, seesaw."
The Children," Seesaw, seesaw."
Narrator, Peppa's family are on holiday in their campervan.
Daddy Pig, Good morning my little piggies!
Mummy Pig and Peppa, Good morning Daddy Pig
Peppa, I love camping!
Mummy Pig," Since we're in the countryside, I thought we could spend the day looking at nature."
Daddy Pig, Good idea mummy pig! Let's watch a nature programme.
TV Announcer," One of the wonders of nature, birds."
Daddy Pig," How lovely. Ssh, ssh little birdy! We can't hear our TV"
Mummy Pig," Oh Daddy Pig, there's no point in being on a camping holiday and just watching TV. We can do that at home."
Daddy Pig, Err... Good thinking Mummy Pig.
Mummy Pig, There are lots of fun places we can visit. There's tree world.
Peppa, What's tree world?
Mummy Pig, Tree world is a big forrest full of trees.
Peppa, It sounds a bit boring.
Mummy Pig, Or there's potato city.
